timestamp,building,energy_kwh,temperature_c,occupancy,ac_units,equipment_count,day_of_week,hour
2026-01-01 14:00:00,Hostel A,37.85,31.25,35,8,10,3,14
2026-01-01 15:00:00,Academic Block,24.64,27.31,45,6,20,3,15
2026-01-01 15:00:00,Computer Lab,27.66,28.8,40,5,45,3,15
2026-01-01 15:00:00,Library,20.38,29.54,25,3,15,3,15
2026-01-01 15:00:00,Hostel A,32.39,30.29,35,8,10,3,15
2026-01-01 16:00:00,Academic Block,21.54,26.73,45,6,20,3,16
2026-01-01 16:00:00,Computer Lab,17.99,27.03,40,5,45,3,16
2026-01-01 16:00:00,Library,16.38,28.26,25,3,15,3,16
2026-01-01 16:00:00,Hostel A,17.43,25.74,35,8,10,3,16
2026-01-01 17:00:00,Academic Block,24.1,26.67,45,6,20,3,17
2026-01-01 17:00:00,Computer Lab,29.64,28.69,40,5,45,3,17
2026-01-01 17:00:00,Library,11.85,26.79,25,3,15,3,17
2026-01-01 17:00:00,Hostel A,19.35,23.74,35,8,10,3,17
2026-01-01 18:00:00,Academic Block,18.64,24.02,12,6,20,3,18
2026-01-01 18:00:00,Computer Lab,15.46,24.27,4,5,45,3,18
2026-01-01 18:00:00,Library,12.85,26.28,25,3,15,3,18
2026-01-01 18:00:00,Hostel A,21.0,24.81,80,8,10,3,18
2026-01-01 19:00:00,Academic Block,18.53,21.7,12,6,20,3,19
2026-01-01 19:00:00,Computer Lab,18.32,23.64,4,5,45,3,19
2026-01-01 19:00:00,Library,13.7,23.86,25,3,15,3,19
2026-01-01 19:00:00,Hostel A,20.77,23.11,80,8,10,3,19
2026-01-01 20:00:00,Academic Block,18.17,21.34,12,6,20,3,20
2026-01-01 20:00:00,Computer Lab,14.44,25.05,4,5,45,3,20
2026-01-01 20:00:00,Library,10.87,23.51,25,3,15,3,20
2026-01-01 20:00:00,Hostel A,23.13,23.62,80,8,10,3,20
2026-01-01 21:00:00,Academic Block,19.2,21.28,12,6,20,3,21
2026-01-01 21:00:00,Computer Lab,16.34,20.68,4,5,45,3,21
2026-01-01 21:00:00,Library,8.79,20.92,5,3,15,3,21
2026-01-01 21:00:00,Hostel A,22.81,19.93,80,8,10,3,21
2026-01-01 22:00:00,Academic Block,18.94,22.56,5,6,20,3,22
2026-01-01 22:00:00,Computer Lab,16.1,20.53,4,5,45,3,22
2026-01-01 22:00:00,Library,10.95,22.24,5,3,15,3,22
2026-01-01 22:00:00,Hostel A,24.21,20.18,80,8,10,3,22
2026-01-01 23:00:00,Academic Block,21.0,20.68,5,6,20,3,23
2026-01-01 23:00:00,Computer Lab,13.83,20.39,4,5,45,3,23
2026-01-01 23:00:00,Library,13.1,18.53,5,3,15,3,23
2026-01-01 23:00:00,Hostel A,18.68,22.24,35,8,10,3,23
2026-01-02 00:00:00,Academic Block,20.89,19.54,5,6,20,4,0
2026-01-02 00:00:00,Computer Lab,14.33,18.67,4,5,45,4,0
2026-01-02 00:00:00,Library,10.03,20.77,5,3,15,4,0
2026-01-02 00:00:00,Hostel A,18.7,19.99,35,8,10,4,0
2026-01-02 01:00:00,Academic Block,20.81,20.58,5,6,20,4,1
2026-01-02 01:00:00,Computer Lab,16.64,20.28,4,5,45,4,1
2026-01-02 01:00:00,Library,10.55,17.71,5,3,15,4,1
2026-01-02 01:00:00,Hostel A,17.12,19.16,35,8,10,4,1
2026-01-02 02:00:00,Academic Block,18.2,19.62,5,6,20,4,2
2026-01-02 02:00:00,Computer Lab,13.68,21.77,4,5,45,4,2
2026-01-02 02:00:00,Library,9.9,20.71,5,3,15,4,2
2026-01-02 02:00:00,Hostel A,20.45,20.28,35,8,10,4,2
2026-01-02 03:00:00,Academic Block,20.71,22.11,5,6,20,4,3
2026-01-02 03:00:00,Computer Lab,14.63,21.28,4,5,45,4,3
2026-01-02 03:00:00,Library,10.99,21.2,5,3,15,4,3
2026-01-02 03:00:00,Hostel A,17.32,21.68,35,8,10,4,3
2026-01-02 04:00:00,Academic Block,19.04,22.61,5,6,20,4,4
2026-01-02 04:00:00,Computer Lab,18.49,25.52,4,5,45,4,4
2026-01-02 04:00:00,Library,10.19,21.48,5,3,15,4,4
2026-01-02 04:00:00,Hostel A,18.06,20.74,35,8,10,4,4
2026-01-02 05:00:00,Academic Block,20.51,24.08,5,6,20,4,5
2026-01-02 05:00:00,Computer Lab,14.69,22.83,4,5,45,4,5
2026-01-02 05:00:00,Library,10.38,21.13,5,3,15,4,5
2026-01-02 05:00:00,Hostel A,18.16,22.43,35,8,10,4,5
2026-01-02 06:00:00,Academic Block,18.56,23.95,5,6,20,4,6
2026-01-02 06:00:00,Computer Lab,13.47,22.89,4,5,45,4,6
2026-01-02 06:00:00,Library,11.45,27.56,5,3,15,4,6
2026-01-02 06:00:00,Hostel A,25.31,23.68,80,8,10,4,6
2026-01-02 07:00:00,Academic Block,28.07,29.78,5,6,20,4,7
2026-01-02 07:00:00,Computer Lab,16.18,25.85,4,5,45,4,7
2026-01-02 07:00:00,Library,13.9,28.37,5,3,15,4,7
2026-01-02 07:00:00,Hostel A,23.72,26.0,80,8,10,4,7
2026-01-02 08:00:00,Academic Block,26.31,28.02,45,6,20,4,8
2026-01-02 08:00:00,Computer Lab,16.08,27.34,4,5,45,4,8
2026-01-02 08:00:00,Library,12.15,27.21,5,3,15,4,8
2026-01-02 08:00:00,Hostel A,26.39,27.78,80,8,10,4,8
2026-01-02 09:00:00,Academic Block,32.17,29.1,45,6,20,4,9
2026-01-02 09:00:00,Computer Lab,25.9,28.72,40,5,45,4,9
2026-01-02 09:00:00,Library,17.54,28.6,25,3,15,4,9
2026-01-02 09:00:00,Hostel A,23.64,27.67,35,8,10,4,9
2026-01-02 10:00:00,Academic Block,34.19,29.21,45,6,20,4,10
2026-01-02 10:00:00,Computer Lab,33.82,31.22,40,5,45,4,10
2026-01-02 10:00:00,Library,15.42,28.41,25,3,15,4,10
2026-01-02 10:00:00,Hostel A,36.53,30.76,35,8,10,4,10
2026-01-02 11:00:00,Academic Block,32.6,30.41,45,6,20,4,11
2026-01-02 11:00:00,Computer Lab,33.05,30.94,40,5,45,4,11
2026-01-02 11:00:00,Library,16.59,28.5,25,3,15,4,11
2026-01-02 11:00:00,Hostel A,33.64,30.15,35,8,10,4,11
2026-01-02 12:00:00,Academic Block,32.42,29.65,45,6,20,4,12
2026-01-02 12:00:00,Computer Lab,28.68,29.7,40,5,45,4,12
2026-01-02 12:00:00,Library,21.45,31.77,25,3,15,4,12
2026-01-02 12:00:00,Hostel A,32.02,29.72,35,8,10,4,12
2026-01-02 13:00:00,Academic Block,33.89,30.18,45,6,20,4,13
2026-01-02 13:00:00,Computer Lab,22.71,27.72,40,5,45,4,13
2026-01-02 13:00:00,Library,23.34,31.9,25,3,15,4,13
2026-01-02 13:00:00,Hostel A,36.1,30.87,35,8,10,4,13
2026-01-02 14:00:00,Academic Block,29.62,29.26,45,6,20,4,14
2026-01-02 14:00:00,Computer Lab,27.98,28.93,40,5,45,4,14
2026-01-02 14:00:00,Library,23.65,30.03,25,3,15,4,14
2026-01-02 14:00:00,Hostel A,36.73,30.74,35,8,10,4,14
2026-01-02 15:00:00,Academic Block,36.66,30.63,45,6,20,4,15
2026-01-02 15:00:00,Computer Lab,27.47,29.53,40,5,45,4,15
2026-01-02 15:00:00,Library,16.54,28.62,25,3,15,4,15
2026-01-02 15:00:00,Hostel A,30.02,29.72,35,8,10,4,15
2026-01-02 16:00:00,Academic Block,28.05,28.44,45,6,20,4,16
2026-01-02 16:00:00,Computer Lab,27.08,28.91,40,5,45,4,16
2026-01-02 16:00:00,Library,21.3,29.68,25,3,15,4,16
2026-01-02 16:00:00,Hostel A,18.85,25.61,35,8,10,4,16
2026-01-02 17:00:00,Academic Block,21.12,24.89,45,6,20,4,17
2026-01-02 17:00:00,Computer Lab,24.4,28.11,40,5,45,4,17
2026-01-02 17:00:00,Library,10.7,25.46,25,3,15,4,17
2026-01-02 17:00:00,Hostel A,17.59,26.33,35,8,10,4,17
2026-01-02 18:00:00,Academic Block,19.73,24.19,12,6,20,4,18
2026-01-02 18:00:00,Computer Lab,17.12,26.39,4,5,45,4,18
2026-01-02 18:00:00,Library,12.68,22.25,25,3,15,4,18
2026-01-02 18:00:00,Hostel A,23.17,25.09,80,8,10,4,18
2026-01-02 19:00:00,Academic Block,16.17,25.65,12,6,20,4,19
2026-01-02 19:00:00,Computer Lab,16.56,23.0,4,5,45,4,19
2026-01-02 19:00:00,Library,14.44,21.81,25,3,15,4,19
2026-01-02 19:00:00,Hostel A,23.82,24.15,80,8,10,4,19
2026-01-02 20:00:00,Academic Block,20.48,21.81,12,6,20,4,20
2026-01-02 20:00:00,Computer Lab,16.02,23.78,4,5,45,4,20
2026-01-02 20:00:00,Library,12.63,22.78,25,3,15,4,20
2026-01-02 20:00:00,Hostel A,22.33,21.46,80,8,10,4,20
2026-01-02 21:00:00,Academic Block,19.84,21.28,12,6,20,4,21
2026-01-02 21:00:00,Computer Lab,14.08,22.66,4,5,45,4,21
2026-01-02 21:00:00,Library,12.85,21.31,5,3,15,4,21
2026-01-02 21:00:00,Hostel A,21.32,20.57,80,8,10,4,21
2026-01-02 22:00:00,Academic Block,19.97,20.91,5,6,20,4,22
2026-01-02 22:00:00,Computer Lab,17.66,20.68,4,5,45,4,22
2026-01-02 22:00:00,Library,11.89,21.7,5,3,15,4,22
2026-01-02 22:00:00,Hostel A,26.04,21.33,80,8,10,4,22
2026-01-02 23:00:00,Academic Block,15.69,19.92,5,6,20,4,23
2026-01-02 23:00:00,Computer Lab,14.98,22.1,4,5,45,4,23
2026-01-02 23:00:00,Library,12.59,20.3,5,3,15,4,23
2026-01-02 23:00:00,Hostel A,17.07,18.25,35,8,10,4,23
2026-01-03 00:00:00,Academic Block,17.51,18.08,5,6,20,5,0
2026-01-03 00:00:00,Computer Lab,16.46,20.53,4,5,45,5,0
2026-01-03 00:00:00,Library,8.51,20.33,5,3,15,5,0
2026-01-03 00:00:00,Hostel A,19.03,17.23,35,8,10,5,0
2026-01-03 01:00:00,Academic Block,19.39,19.6,5,6,20,5,1
2026-01-03 01:00:00,Computer Lab,15.88,21.01,4,5,45,5,1
2026-01-03 01:00:00,Library,10.97,21.08,5,3,15,5,1
2026-01-03 01:00:00,Hostel A,17.89,20.81,35,8,10,5,1
2026-01-03 02:00:00,Academic Block,19.0,20.45,5,6,20,5,2
2026-01-03 02:00:00,Computer Lab,15.08,21.65,4,5,45,5,2
2026-01-03 02:00:00,Library,10.23,21.3,5,3,15,5,2
2026-01-03 02:00:00,Hostel A,20.19,20.53,35,8,10,5,2
2026-01-03 03:00:00,Academic Block,16.76,19.07,5,6,20,5,3
2026-01-03 03:00:00,Computer Lab,12.17,19.69,4,5,45,5,3
2026-01-03 03:00:00,Library,11.75,20.65,5,3,15,5,3
2026-01-03 03:00:00,Hostel A,19.25,21.12,35,8,10,5,3
2026-01-03 04:00:00,Academic Block,20.69,23.81,5,6,20,5,4
2026-01-03 04:00:00,Computer Lab,17.7,22.42,4,5,45,5,4
2026-01-03 04:00:00,Library,9.37,22.61,5,3,15,5,4
2026-01-03 04:00:00,Hostel A,16.73,21.79,35,8,10,5,4
2026-01-03 05:00:00,Academic Block,18.16,22.64,5,6,20,5,5
2026-01-03 05:00:00,Computer Lab,18.25,24.67,4,5,45,5,5
2026-01-03 05:00:00,Library,11.21,22.05,5,3,15,5,5
2026-01-03 05:00:00,Hostel A,19.66,22.46,35,8,10,5,5
2026-01-03 06:00:00,Academic Block,15.95,24.84,5,6,20,5,6
2026-01-03 06:00:00,Computer Lab,14.92,26.11,4,5,45,5,6
2026-01-03 06:00:00,Library,9.02,24.36,5,3,15,5,6
2026-01-03 06:00:00,Hostel A,23.19,24.21,80,8,10,5,6
2026-01-03 07:00:00,Academic Block,19.29,26.07,5,6,20,5,7
2026-01-03 07:00:00,Computer Lab,18.67,26.73,4,5,45,5,7
2026-01-03 07:00:00,Library,8.41,25.88,5,3,15,5,7
2026-01-03 07:00:00,Hostel A,25.87,27.57,80,8,10,5,7
2026-01-03 08:00:00,Academic Block,27.11,28.84,5,6,20,5,8
2026-01-03 08:00:00,Computer Lab,18.67,27.34,4,5,45,5,8
2026-01-03 08:00:00,Library,22.1,29.84,5,3,15,5,8
2026-01-03 08:00:00,Hostel A,26.64,27.58,80,8,10,5,8
2026-01-03 09:00:00,Academic Block,28.73,29.83,5,6,20,5,9
2026-01-03 09:00:00,Computer Lab,23.13,28.94,4,5,45,5,9
2026-01-03 09:00:00,Library,17.06,28.91,25,3,15,5,9
2026-01-03 09:00:00,Hostel A,16.72,26.63,35,8,10,5,9
2026-01-03 10:00:00,Academic Block,22.87,27.99,5,6,20,5,10
2026-01-03 10:00:00,Computer Lab,26.21,28.98,4,5,45,5,10
2026-01-03 10:00:00,Library,21.14,30.66,25,3,15,5,10
2026-01-03 10:00:00,Hostel A,31.28,29.75,35,8,10,5,10
2026-01-03 11:00:00,Academic Block,29.09,29.49,5,6,20,5,11
2026-01-03 11:00:00,Computer Lab,27.81,30.57,4,5,45,5,11
2026-01-03 11:00:00,Library,21.97,31.11,25,3,15,5,11
2026-01-03 11:00:00,Hostel A,36.16,29.84,35,8,10,5,11
2026-01-03 12:00:00,Academic Block,33.69,30.27,5,6,20,5,12
2026-01-03 12:00:00,Computer Lab,27.74,30.11,4,5,45,5,12
2026-01-03 12:00:00,Library,20.55,29.93,25,3,15,5,12
2026-01-03 12:00:00,Hostel A,29.67,29.06,35,8,10,5,12
2026-01-03 13:00:00,Academic Block,27.43,28.81,5,6,20,5,13
2026-01-03 13:00:00,Computer Lab,30.64,31.13,4,5,45,5,13
2026-01-03 13:00:00,Library,20.4,29.49,25,3,15,5,13
2026-01-03 13:00:00,Hostel A,32.08,29.46,35,8,10,5,13
2026-01-03 14:00:00,Academic Block,20.06,27.13,5,6,20,5,14
2026-01-03 14:00:00,Computer Lab,14.75,26.94,4,5,45,5,14
2026-01-03 14:00:00,Library,24.69,30.97,25,3,15,5,14
2026-01-03 14:00:00,Hostel A,24.26,28.47,35,8,10,5,14
2026-01-03 15:00:00,Academic Block,17.88,24.98,5,6,20,5,15
2026-01-03 15:00:00,Computer Lab,31.71,31.44,4,5,45,5,15
2026-01-03 15:00:00,Library,16.44,27.86,25,3,15,5,15
2026-01-03 15:00:00,Hostel A,19.43,26.66,35,8,10,5,15
2026-01-03 16:00:00,Academic Block,22.14,27.62,5,6,20,5,16
2026-01-03 16:00:00,Computer Lab,22.15,28.45,4,5,45,5,16
2026-01-03 16:00:00,Library,15.78,28.3,25,3,15,5,16
2026-01-03 16:00:00,Hostel A,29.42,28.58,35,8,10,5,16
2026-01-03 17:00:00,Academic Block,17.37,25.13,5,6,20,5,17
2026-01-03 17:00:00,Computer Lab,19.61,27.9,4,5,45,5,17
2026-01-03 17:00:00,Library,15.36,27.98,25,3,15,5,17
2026-01-03 17:00:00,Hostel A,24.92,28.04,35,8,10,5,17
2026-01-03 18:00:00,Academic Block,21.61,25.31,12,6,20,5,18
2026-01-03 18:00:00,Computer Lab,14.26,24.57,4,5,45,5,18
2026-01-03 18:00:00,Library,12.9,24.46,25,3,15,5,18
2026-01-03 18:00:00,Hostel A,23.51,23.12,80,8,10,5,18
2026-01-03 19:00:00,Academic Block,20.98,23.06,12,6,20,5,19
2026-01-03 19:00:00,Computer Lab,14.49,20.83,4,5,45,5,19
2026-01-03 19:00:00,Library,10.99,21.68,25,3,15,5,19
2026-01-03 19:00:00,Hostel A,22.28,24.0,80,8,10,5,19
2026-01-03 20:00:00,Academic Block,19.02,22.2,12,6,20,5,20
2026-01-03 20:00:00,Computer Lab,14.16,22.74,4,5,45,5,20
2026-01-03 20:00:00,Library,13.22,23.35,25,3,15,5,20
2026-01-03 20:00:00,Hostel A,23.38,22.96,80,8,10,5,20
2026-01-03 21:00:00,Academic Block,22.31,21.82,12,6,20,5,21
2026-01-03 21:00:00,Computer Lab,15.21,21.36,4,5,45,5,21
2026-01-03 21:00:00,Library,9.08,20.56,5,3,15,5,21
2026-01-03 21:00:00,Hostel A,21.22,19.97,80,8,10,5,21
2026-01-03 22:00:00,Academic Block,19.2,20.59,5,6,20,5,22
2026-01-03 22:00:00,Computer Lab,14.52,20.73,4,5,45,5,22
2026-01-03 22:00:00,Library,11.73,21.75,5,3,15,5,22
2026-01-03 22:00:00,Hostel A,21.57,20.48,80,8,10,5,22
2026-01-03 23:00:00,Academic Block,18.98,20.83,5,6,20,5,23
2026-01-03 23:00:00,Computer Lab,15.57,18.43,4,5,45,5,23
2026-01-03 23:00:00,Library,9.28,20.48,5,3,15,5,23
2026-01-03 23:00:00,Hostel A,16.77,20.4,35,8,10,5,23
2026-01-04 00:00:00,Academic Block,20.57,21.6,5,6,20,6,0
2026-01-04 00:00:00,Computer Lab,16.22,19.7,4,5,45,6,0
2026-01-04 00:00:00,Library,8.89,17.11,5,3,15,6,0
2026-01-04 00:00:00,Hostel A,17.34,19.65,35,8,10,6,0
2026-01-04 01:00:00,Academic Block,21.7,21.03,5,6,20,6,1
2026-01-04 01:00:00,Computer Lab,14.41,18.76,4,5,45,6,1
2026-01-04 01:00:00,Library,13.04,20.45,5,3,15,6,1
2026-01-04 01:00:00,Hostel A,19.32,18.7,35,8,10,6,1
2026-01-04 02:00:00,Academic Block,16.22,22.86,5,6,20,6,2
2026-01-04 02:00:00,Computer Lab,15.03,19.13,4,5,45,6,2
2026-01-04 02:00:00,Library,11.84,20.05,5,3,15,6,2
2026-01-04 02:00:00,Hostel A,16.29,20.96,35,8,10,6,2
2026-01-04 03:00:00,Academic Block,17.83,22.08,5,6,20,6,3
2026-01-04 03:00:00,Computer Lab,14.73,22.99,4,5,45,6,3
2026-01-04 03:00:00,Library,11.44,20.7,5,3,15,6,3
2026-01-04 03:00:00,Hostel A,19.62,22.38,35,8,10,6,3
2026-01-04 04:00:00,Academic Block,19.51,20.48,5,6,20,6,4
2026-01-04 04:00:00,Computer Lab,16.02,21.26,4,5,45,6,4
2026-01-04 04:00:00,Library,11.29,20.79,5,3,15,6,4
2026-01-04 04:00:00,Hostel A,17.03,21.53,35,8,10,6,4
2026-01-04 05:00:00,Academic Block,19.06,24.56,5,6,20,6,5
2026-01-04 05:00:00,Computer Lab,17.85,22.97,4,5,45,6,5
2026-01-04 05:00:00,Library,10.67,23.18,5,3,15,6,5
2026-01-04 05:00:00,Hostel A,18.02,24.03,35,8,10,6,5
2026-01-04 06:00:00,Academic Block,17.9,25.57,5,6,20,6,6
2026-01-04 06:00:00,Computer Lab,17.71,24.51,4,5,45,6,6
2026-01-04 06:00:00,Library,7.01,23.75,5,3,15,6,6
2026-01-04 06:00:00,Hostel A,27.68,26.93,80,8,10,6,6
2026-01-04 07:00:00,Academic Block,15.79,25.81,5,6,20,6,7
2026-01-04 07:00:00,Computer Lab,15.24,25.92,4,5,45,6,7
2026-01-04 07:00:00,Library,9.05,26.07,5,3,15,6,7
2026-01-04 07:00:00,Hostel A,24.72,26.99,80,8,10,6,7
2026-01-04 08:00:00,Academic Block,19.75,25.71,5,6,20,6,8
2026-01-04 08:00:00,Computer Lab,26.66,29.96,4,5,45,6,8
2026-01-04 08:00:00,Library,12.05,27.1,5,3,15,6,8
2026-01-04 08:00:00,Hostel A,26.55,28.24,80,8,10,6,8
2026-01-04 09:00:00,Academic Block,25.58,28.73,5,6,20,6,9
2026-01-04 09:00:00,Computer Lab,28.63,30.75,4,5,45,6,9
2026-01-04 09:00:00,Library,19.04,30.54,5,3,15,6,9
2026-01-04 09:00:00,Hostel A,30.24,29.24,35,8,10,6,9
2026-01-04 10:00:00,Academic Block,24.87,28.29,5,6,20,6,10
2026-01-04 10:00:00,Computer Lab,28.51,30.79,4,5,45,6,10
2026-01-04 10:00:00,Library,12.73,27.3,5,3,15,6,10
2026-01-04 10:00:00,Hostel A,25.07,28.25,35,8,10,6,10
2026-01-04 11:00:00,Academic Block,27.1,29.73,5,6,20,6,11
2026-01-04 11:00:00,Computer Lab,20.6,27.89,4,5,45,6,11
2026-01-04 11:00:00,Library,13.57,29.2,5,3,15,6,11
2026-01-04 11:00:00,Hostel A,36.6,30.77,35,8,10,6,11
2026-01-04 12:00:00,Academic Block,25.63,29.14,5,6,20,6,12
2026-01-04 12:00:00,Computer Lab,30.2,31.0,4,5,45,6,12
2026-01-04 12:00:00,Library,27.01,32.86,5,3,15,6,12
2026-01-04 12:00:00,Hostel A,34.65,30.47,35,8,10,6,12
2026-01-04 13:00:00,Academic Block,34.37,30.81,5,6,20,6,13
2026-01-04 13:00:00,Computer Lab,29.93,31.33,4,5,45,6,13
2026-01-04 13:00:00,Library,16.96,29.31,5,3,15,6,13
2026-01-04 13:00:00,Hostel A,38.47,30.78,35,8,10,6,13
2026-01-04 14:00:00,Academic Block,25.69,28.78,5,6,20,6,14
2026-01-04 14:00:00,Computer Lab,25.23,29.71,4,5,45,6,14
2026-01-04 14:00:00,Library,17.16,30.47,5,3,15,6,14
2026-01-04 14:00:00,Hostel A,24.8,28.34,35,8,10,6,14
2026-01-04 15:00:00,Academic Block,17.25,25.75,5,6,20,6,15
2026-01-04 15:00:00,Computer Lab,18.15,27.44,4,5,45,6,15
2026-01-04 15:00:00,Library,18.69,29.87,5,3,15,6,15
2026-01-04 15:00:00,Hostel A,21.52,27.3,35,8,10,6,15
2026-01-04 16:00:00,Academic Block,24.79,28.76,5,6,20,6,16
2026-01-04 16:00:00,Computer Lab,17.08,26.41,4,5,45,6,16
2026-01-04 16:00:00,Library,13.57,27.23,5,3,15,6,16
2026-01-04 16:00:00,Hostel A,23.43,27.48,35,8,10,6,16
2026-01-04 17:00:00,Academic Block,18.68,25.05,5,6,20,6,17
2026-01-04 17:00:00,Computer Lab,13.9,26.04,4,5,45,6,17
2026-01-04 17:00:00,Library,11.65,24.42,5,3,15,6,17
2026-01-04 17:00:00,Hostel A,17.42,25.87,35,8,10,6,17
2026-01-04 18:00:00,Academic Block,20.95,24.88,12,6,20,6,18
2026-01-04 18:00:00,Computer Lab,13.43,22.26,4,5,45,6,18
2026-01-04 18:00:00,Library,12.82,23.89,5,3,15,6,18
2026-01-04 18:00:00,Hostel A,23.7,25.34,80,8,10,6,18
2026-01-04 19:00:00,Academic Block,17.58,22.34,12,6,20,6,19
2026-01-04 19:00:00,Computer Lab,15.76,24.24,4,5,45,6,19
2026-01-04 19:00:00,Library,10.34,24.36,5,3,15,6,19
2026-01-04 19:00:00,Hostel A,22.79,24.04,80,8,10,6,19
2026-01-04 20:00:00,Academic Block,20.47,23.43,12,6,20,6,20
2026-01-04 20:00:00,Computer Lab,12.3,20.56,4,5,45,6,20
2026-01-04 20:00:00,Library,12.41,23.7,5,3,15,6,20
2026-01-04 20:00:00,Hostel A,19.76,21.28,80,8,10,6,20
2026-01-04 21:00:00,Academic Block,20.66,21.58,12,6,20,6,21
2026-01-04 21:00:00,Computer Lab,16.44,23.62,4,5,45,6,21
2026-01-04 21:00:00,Library,9.29,21.02,5,3,15,6,21
2026-01-04 21:00:00,Hostel A,22.1,21.48,80,8,10,6,21
2026-01-04 22:00:00,Academic Block,21.77,19.45,5,6,20,6,22
2026-01-04 22:00:00,Computer Lab,17.37,22.81,4,5,45,6,22
2026-01-04 22:00:00,Library,11.91,19.56,5,3,15,6,22
2026-01-04 22:00:00,Hostel A,23.21,21.44,80,8,10,6,22
2026-01-04 23:00:00,Academic Block,19.65,21.67,5,6,20,6,23
